timestamp,strike,type,side,price,trade_pnl,underlier
2022-11-10 12:08:11,41600,CE,SELL,20.0,-0.8000000000000007,BANKNIFTY
2022-11-10 12:08:11,41600,PE,SELL,206.2,4.899999999999977,BANKNIFTY
2022-11-10 12:08:11,41500,CE,BUY,42.05,,BANKNIFTY
2022-11-10 12:08:11,41500,PE,BUY,128.2,,BANKNIFTY
2022-11-10 12:08:25,41500,CE,SELL,42.35,0.30000000000000426,BANKNIFTY
2022-11-10 12:08:25,41500,PE,SELL,126.95,-1.2499999999999858,BANKNIFTY
2022-11-10 12:08:25,41600,CE,BUY,20.0,,BANKNIFTY
2022-11-10 12:08:25,41600,PE,BUY,205.25,,BANKNIFTY
2022-11-10 12:08:26,41600,CE,SELL,20.0,0.0,BANKNIFTY
2022-11-10 12:08:26,41600,PE,SELL,204.6,-0.6500000000000057,BANKNIFTY
2022-11-10 12:08:26,41500,CE,BUY,42.65,,BANKNIFTY
2022-11-10 12:08:26,41500,PE,BUY,127.4,,BANKNIFTY
2022-11-10 12:08:28,41500,CE,SELL,43.45,0.8000000000000043,BANKNIFTY
2022-11-10 12:08:28,41500,PE,SELL,124.7,-2.700000000000003,BANKNIFTY
2022-11-10 12:08:28,41600,CE,BUY,20.6,,BANKNIFTY
2022-11-10 12:08:28,41600,PE,BUY,202.3,,BANKNIFTY
2022-11-10 12:08:29,41600,CE,SELL,20.35,-0.25,BANKNIFTY
2022-11-10 12:08:29,41600,PE,SELL,203.0,0.6999999999999886,BANKNIFTY
2022-11-10 12:08:29,41500,CE,BUY,42.8,,BANKNIFTY
2022-11-10 12:08:29,41500,PE,BUY,124.75,,BANKNIFTY
2022-11-10 12:08:31,41500,CE,SELL,43.15,0.3500000000000014,BANKNIFTY
2022-11-10 12:08:31,41500,PE,SELL,125.65,0.9000000000000057,BANKNIFTY
2022-11-10 12:08:31,41600,CE,BUY,20.5,,BANKNIFTY
2022-11-10 12:08:31,41600,PE,BUY,202.95,,BANKNIFTY
2022-11-10 12:08:33,41600,CE,SELL,20.65,0.14999999999999858,BANKNIFTY
2022-11-10 12:08:33,41600,PE,SELL,201.3,-1.6499999999999773,BANKNIFTY
2022-11-10 12:08:33,41500,CE,BUY,43.8,,BANKNIFTY
2022-11-10 12:08:33,41500,PE,BUY,125.0,,BANKNIFTY
2022-11-10 12:08:34,41500,CE,SELL,43.6,-0.19999999999999574,BANKNIFTY
2022-11-10 12:08:34,41500,PE,SELL,124.2,-0.7999999999999972,BANKNIFTY
2022-11-10 12:08:34,41600,CE,BUY,20.75,,BANKNIFTY
2022-11-10 12:08:34,41600,PE,BUY,200.75,,BANKNIFTY
2022-11-10 12:08:49,41600,CE,SELL,20.95,0.1999999999999993,BANKNIFTY
2022-11-10 12:08:49,41600,PE,SELL,200.35,-0.4000000000000057,BANKNIFTY
2022-11-10 12:08:49,41500,CE,BUY,44.05,,BANKNIFTY
2022-11-10 12:08:49,41500,PE,BUY,124.0,,BANKNIFTY
2022-11-10 12:08:51,41500,CE,SELL,43.6,-0.44999999999999574,BANKNIFTY
2022-11-10 12:08:51,41500,PE,SELL,124.6,0.5999999999999943,BANKNIFTY
2022-11-10 12:08:51,41600,CE,BUY,20.8,,BANKNIFTY
2022-11-10 12:08:51,41600,PE,BUY,202.4,,BANKNIFTY
2022-11-10 12:08:52,41600,CE,SELL,20.8,0.0,BANKNIFTY
2022-11-10 12:08:52,41600,PE,SELL,201.9,-0.5,BANKNIFTY
2022-11-10 12:08:52,41500,CE,BUY,43.5,,BANKNIFTY
2022-11-10 12:08:52,41500,PE,BUY,124.65,,BANKNIFTY
2022-11-10 12:08:54,41500,CE,SELL,43.85,0.3500000000000014,BANKNIFTY
2022-11-10 12:08:54,41500,PE,SELL,124.1,-0.5500000000000114,BANKNIFTY
2022-11-10 12:08:54,41600,CE,BUY,20.85,,BANKNIFTY
2022-11-10 12:08:54,41600,PE,BUY,200.4,,BANKNIFTY
2022-11-10 12:08:56,41600,CE,SELL,20.45,-0.40000000000000213,BANKNIFTY
2022-11-10 12:08:56,41600,PE,SELL,202.3,1.9000000000000057,BANKNIFTY
2022-11-10 12:08:56,41500,CE,BUY,43.3,,BANKNIFTY
2022-11-10 12:08:56,41500,PE,BUY,125.35,,BANKNIFTY
2022-11-10 12:08:57,41500,CE,SELL,43.1,-0.19999999999999574,BANKNIFTY
2022-11-10 12:08:57,41500,PE,SELL,125.45,0.10000000000000853,BANKNIFTY
2022-11-10 12:08:57,41600,CE,BUY,20.4,,BANKNIFTY
2022-11-10 12:08:57,41600,PE,BUY,203.6,,BANKNIFTY
2022-11-10 12:09:01,41600,CE,SELL,20.2,-0.1999999999999993,BANKNIFTY
2022-11-10 12:09:01,41600,PE,SELL,205.45,1.8499999999999943,BANKNIFTY
2022-11-10 12:09:01,41500,CE,BUY,42.35,,BANKNIFTY
2022-11-10 12:09:01,41500,PE,BUY,127.25,,BANKNIFTY
2022-11-10 12:09:16,41500,CE,SELL,42.75,0.3999999999999986,BANKNIFTY
2022-11-10 12:09:16,41500,PE,SELL,126.65,-0.5999999999999943,BANKNIFTY
2022-11-10 12:09:16,41600,CE,BUY,20.4,,BANKNIFTY
2022-11-10 12:09:16,41600,PE,BUY,204.55,,BANKNIFTY
2022-11-10 12:09:17,41600,CE,SELL,20.35,-0.04999999999999716,BANKNIFTY
2022-11-10 12:09:17,41600,PE,SELL,203.9,-0.6500000000000057,BANKNIFTY
2022-11-10 12:09:17,41500,CE,BUY,42.75,,BANKNIFTY
2022-11-10 12:09:17,41500,PE,BUY,126.2,,BANKNIFTY
2022-11-10 12:09:31,41500,CE,SELL,42.85,0.10000000000000142,BANKNIFTY
2022-11-10 12:09:31,41500,PE,SELL,126.45,0.25,BANKNIFTY
2022-11-10 12:09:31,41600,CE,BUY,20.45,,BANKNIFTY
2022-11-10 12:09:31,41600,PE,BUY,203.6,,BANKNIFTY
2022-11-10 12:09:34,41600,CE,SELL,20.2,-0.25,BANKNIFTY
2022-11-10 12:09:34,41600,PE,SELL,204.7,1.0999999999999943,BANKNIFTY
2022-11-10 12:09:34,41500,CE,BUY,42.8,,BANKNIFTY
2022-11-10 12:09:34,41500,PE,BUY,126.65,,BANKNIFTY
2022-11-10 12:09:41,41500,CE,SELL,42.95,0.15000000000000568,BANKNIFTY
2022-11-10 12:09:41,41500,PE,SELL,125.6,-1.0500000000000114,BANKNIFTY
2022-11-10 12:09:41,41600,CE,BUY,20.45,,BANKNIFTY
2022-11-10 12:09:41,41600,PE,BUY,202.85,,BANKNIFTY
2022-11-10 12:09:44,41600,CE,SELL,20.45,0.0,BANKNIFTY
2022-11-10 12:09:44,41600,PE,SELL,201.0,-1.8499999999999943,BANKNIFTY
2022-11-10 12:09:44,41500,CE,BUY,43.5,,BANKNIFTY
2022-11-10 12:09:44,41500,PE,BUY,124.3,,BANKNIFTY
2022-11-10 12:09:52,41500,CE,SELL,43.0,-0.5,BANKNIFTY
2022-11-10 12:09:52,41500,PE,SELL,125.65,1.3500000000000085,BANKNIFTY
2022-11-10 12:09:52,41600,CE,BUY,20.25,,BANKNIFTY
2022-11-10 12:09:52,41600,PE,BUY,203.05,,BANKNIFTY
2022-11-10 12:09:54,41600,CE,SELL,20.4,0.14999999999999858,BANKNIFTY
2022-11-10 12:09:54,41600,PE,SELL,202.15,-0.9000000000000057,BANKNIFTY
2022-11-10 12:09:54,41500,CE,BUY,43.2,,BANKNIFTY
2022-11-10 12:09:54,41500,PE,BUY,124.8,,BANKNIFTY
2022-11-10 12:09:57,41500,CE,SELL,43.7,0.5,BANKNIFTY
2022-11-10 12:09:57,41500,PE,SELL,123.15,-1.6499999999999915,BANKNIFTY
2022-11-10 12:09:57,41600,CE,BUY,20.7,,BANKNIFTY
2022-11-10 12:09:57,41600,PE,BUY,199.55,,BANKNIFTY
2022-11-10 12:09:59,41600,CE,SELL,20.35,-0.34999999999999787,BANKNIFTY
2022-11-10 12:09:59,41600,PE,SELL,201.15,1.5999999999999943,BANKNIFTY
2022-11-10 12:09:59,41500,CE,BUY,43.4,,BANKNIFTY
2022-11-10 12:09:59,41500,PE,BUY,124.05,,BANKNIFTY
2022-11-10 13:14:33,41500,CE,SELL,27.1,-16.299999999999997,BANKNIFTY
2022-11-10 13:14:33,41500,PE,SELL,134.95,10.899999999999991,BANKNIFTY
2022-11-10 13:14:33,41600,CE,BUY,11.5,,BANKNIFTY
2022-11-10 13:14:33,41600,PE,BUY,219.7,,BANKNIFTY
2022-11-10 13:14:35,41600,CE,SELL,11.5,0.0,BANKNIFTY
2022-11-10 13:14:35,41600,PE,SELL,216.25,-3.4499999999999886,BANKNIFTY
2022-11-10 13:14:35,41500,CE,BUY,27.2,,BANKNIFTY
2022-11-10 13:14:35,41500,PE,BUY,131.7,,BANKNIFTY
2022-11-10 13:14:36,41500,CE,SELL,26.85,-0.34999999999999787,BANKNIFTY
2022-11-10 13:14:36,41500,PE,SELL,132.35,0.6500000000000057,BANKNIFTY
2022-11-10 13:14:36,41600,CE,BUY,11.45,,BANKNIFTY
2022-11-10 13:14:36,41600,PE,BUY,218.35,,BANKNIFTY
2022-11-10 13:14:38,41600,CE,SELL,11.45,0.0,BANKNIFTY
2022-11-10 13:14:38,41600,PE,SELL,219.9,1.5500000000000114,BANKNIFTY
2022-11-10 13:14:38,41500,CE,BUY,26.45,,BANKNIFTY
2022-11-10 13:14:38,41500,PE,BUY,134.1,,BANKNIFTY
2022-11-10 13:18:43,41500,CE,SELL,27.3,0.8500000000000014,BANKNIFTY
2022-11-10 13:18:43,41500,PE,SELL,122.45,-11.649999999999991,BANKNIFTY
2022-11-10 13:18:43,41600,CE,BUY,11.3,,BANKNIFTY
